Frame,Spot_ID,Ref_X,Ref_Y,Distorted_X,Distorted_Y,Shift_X,Shift_Y
21,72,368,138,229,141,-139,3
21,73,322,138,92,141,-230,3
21,74,276,138,44,139,-232,1
21,75,230,138,460,137,230,-1
21,76,184,138,279,137,95,-1
21,77,138,138,325,136,187,-2
21,78,92,138,183,135,91,-3
21,79,46,138,138,135,92,-3
21,80,460,92,415,94,-45,2
21,81,414,92,323,94,-91,2
21,82,368,92,44,94,-324,2
21,83,322,92,229,93,-93,1
21,84,276,92,136,93,-140,1
21,85,230,92,279,92,49,0
21,86,184,92,371,90,187,-2
21,87,138,92,186,90,48,-2
21,88,92,92,459,89,367,-3
21,89,46,92,89,89,43,-3
21,90,460,46,463,49,3,3
21,91,414,46,233,48,-181,2
21,92,368,46,183,48,-185,2
21,93,322,46,90,46,-232,0
21,94,276,46,320,45,44,-1
21,95,230,46,277,45,47,-1
21,96,184,46,45,45,-139,-1
21,97,138,46,370,44,232,-2
21,98,92,46,416,43,324,-3
21,99,46,46,140,43,94,-3
22,0,460,460,411,463,-49,3
22,1,414,460,274,463,-140,3
22,2,368,460,229,462,-139,2
22,3,322,460,181,461,-141,1
22,4,276,460,368,460,92,0
22,5,230,460,48,460,-182,0
22,6,184,460,458,459,274,-1
22,7,138,460,320,458,182,-2
22,8,92,460,135,458,43,-2
22,9,46,460,90,457,44,-3
22,10,460,414,371,417,-89,3
22,11,414,414,47,417,-367,3
22,12,368,414,137,415,-231,1
22,13,322,414,323,414,1,0
22,14,276,414,231,414,-45,0
22,15,230,414,462,413,232,-1
22,16,184,414,90,413,-94,-1
22,17,138,414,413,412,275,-2
22,18,92,414,274,412,182,-2
22,19,46,414,181,412,135,-2
22,20,460,368,459,371,-1,3
22,21,414,368,320,371,-94,3
22,22,368,368,46,370,-322,2
22,23,322,368,365,369,43,1
22,24,276,368,138,369,-138,1
22,25,230,368,415,368,185,0
22,26,184,368,94,367,-90,-1
22,27,138,368,275,365,137,-3
22,28,92,368,230,365,138,-3
22,29,46,368,185,365,139,-3
22,30,460,322,413,324,-47,2
22,31,414,322,89,324,-325,2
22,32,368,322,457,323,89,1
22,33,322,322,365,321,43,-1
22,34,276,322,276,321,0,-1
22,35,230,322,228,321,-2,-1
22,36,184,322,184,320,0,-2
22,37,138,322,324,319,186,-3
22,38,92,322,135,319,43,-3
22,39,46,322,45,319,-1,-3
22,40,460,276,182,279,-278,3
22,41,414,276,141,279,-273,3
22,42,368,276,49,277,-319,1
22,43,322,276,459,275,137,-1
22,44,276,276,411,275,135,-1
22,45,230,276,278,275,48,-1
22,46,184,276,230,275,46,-1
22,47,138,276,365,274,227,-2
22,48,92,276,323,274,231,-2
22,49,46,276,89,273,43,-3
22,50,460,230,233,233,-227,3
22,51,414,230,321,232,-93,2
22,52,368,230,461,231,93,1
22,53,322,230,140,231,-182,1
22,54,276,230,415,230,139,0
22,55,230,230,181,230,-49,0
22,56,184,230,90,230,-94,0
22,57,138,230,366,229,228,-1
22,58,92,230,45,229,-47,-1
22,59,46,230,274,228,228,-2
22,60,460,184,412,187,-48,3
22,61,414,184,325,186,-89,2
22,62,368,184,182,186,-186,2
22,63,322,184,462,185,140,1
22,64,276,184,276,184,0,0
22,65,230,184,95,184,-135,0
22,66,184,184,368,182,184,-2
22,67,138,184,232,182,94,-2
22,68,92,184,139,182,47,-2
22,69,46,184,44,182,-2,-2
22,70,460,138,323,141,-137,3
22,71,414,138,92,141,-322,3
22,72,368,138,43,141,-325,3
22,73,322,138,368,140,46,2
22,74,276,138,277,140,1,2
22,75,230,138,231,140,1,2
22,76,184,138,458,136,274,-2
22,77,138,138,416,136,278,-2
22,78,92,138,184,136,92,-2
22,79,46,138,138,136,92,-2
22,80,460,92,412,95,-48,3
22,81,414,92,229,95,-185,3
22,82,368,92,320,94,-48,2
22,83,322,92,277,94,-45,2
22,84,276,92,47,94,-229,2
22,85,230,92,139,93,-91,1
22,86,184,92,94,93,-90,1
22,87,138,92,183,91,45,-1
22,88,92,92,366,90,274,-2
22,89,46,92,462,89,416,-3
22,90,460,46,232,49,-228,3
22,91,414,46,184,49,-230,3
22,92,368,46,367,47,-1,1
22,93,322,46,275,47,-47,1
22,94,276,46,324,46,48,0
22,95,230,46,89,46,-141,0
22,96,184,46,44,45,-140,-1
22,97,138,46,463,44,325,-2
22,98,92,46,416,44,324,-2
22,99,46,46,141,43,95,-3
23,0,460,460,277,463,-183,3
23,1,414,460,320,462,-94,2
23,2,368,460,229,462,-139,2
23,3,322,460,416,461,94,1
23,4,276,460,370,461,94,1
23,5,230,460,184,459,-46,-1
23,6,184,460,141,459,-43,-1
23,7,138,460,94,459,-44,-1
23,8,92,460,49,459,-43,-1
23,9,46,460,459,457,413,-3
23,10,460,414,183,417,-277,3
23,11,414,414,44,417,-370,3
23,12,368,414,365,416,-3,2
23,13,322,414,319,414,-3,0
23,14,276,414,141,413,-135,-1
23,15,230,414,91,413,-139,-1
23,16,184,414,459,412,275,-2
23,17,138,414,273,412,135,-2
23,18,92,414,414,411,322,-3
23,19,46,414,231,411,185,-3
23,20,460,368,47,369,-413,1
23,21,414,368,463,368,49,0
23,22,368,368,415,368,47,0
23,23,322,368,366,367,44,-1
23,24,276,368,323,367,47,-1
23,25,230,368,227,367,-3,-1
23,26,184,368,187,367,3,-1
23,27,138,368,138,366,0,-2
23,28,92,368,273,365,181,-3
23,29,46,368,91,365,45,-3
23,30,460,322,185,325,-275,3
23,31,414,322,90,324,-324,2
23,32,368,322,367,322,-1,0
23,33,322,322,230,322,-92,0
23,34,276,322,135,322,-141,0
23,35,230,322,49,322,-181,0
23,36,184,322,319,321,135,-1
23,37,138,322,274,320,136,-2
23,38,92,322,460,319,368,-3
23,39,46,322,414,319,368,-3
23,40,460,276,366,279,-94,3
23,41,414,276,141,279,-273,3
23,42,368,276,413,278,45,2
23,43,322,276,182,278,-140,2
23,44,276,276,46,278,-230,2
23,45,230,276,278,276,48,0
23,46,184,276,319,274,135,-2
23,47,138,276,228,274,90,-2
23,48,92,276,89,274,-3,-2
23,49,46,276,458,273,412,-3
23,50,460,230,412,233,-48,3
23,51,414,230,43,233,-371,3
23,52,368,230,227,232,-141,2
23,53,322,230,277,231,-45,1
23,54,276,230,324,230,48,0
23,55,230,230,365,229,135,-1
23,56,184,230,183,229,-1,-1
23,57,138,230,141,229,3,-1
23,58,92,230,91,229,-1,-1
23,59,46,230,457,228,411,-2
23,60,460,184,459,187,-1,3
23,61,414,184,90,187,-324,3
23,62,368,184,49,187,-319,3
23,63,322,184,319,186,-3,2
23,64,276,184,184,186,-92,2
23,65,230,184,365,185,135,1
23,66,184,184,275,184,91,0
23,67,138,184,137,184,-1,0
23,68,92,184,414,181,322,-3
23,69,46,184,232,181,186,-3
23,70,460,138,365,140,-95,2
23,71,414,138,463,139,49,1
23,72,368,138,415,138,47,0
23,73,322,138,277,138,-45,0
23,74,276,138,227,137,-49,-1
23,75,230,138,185,137,-45,-1
23,76,184,138,92,136,-92,-2
23,77,138,138,47,136,-91,-2
23,78,92,138,319,135,227,-3
23,79,46,138,140,135,94,-3
23,80,460,92,368,95,-92,3
23,81,414,92,324,95,-90,3
23,82,368,92,278,95,-90,3
23,83,322,92,138,95,-184,3
23,84,276,92,90,95,-186,3
23,85,230,92,183,94,-47,2
23,86,184,92,48,93,-136,1
23,87,138,92,459,91,321,-1
23,88,92,92,233,90,141,-2
23,89,46,92,412,89,366,-3
23,90,460,46,184,48,-276,2
23,91,414,46,95,48,-319,2
23,92,368,46,320,47,-48,1
23,93,322,46,275,47,-47,1
23,94,276,46,233,47,-43,1
23,95,230,46,414,46,184,0
23,96,184,46,371,46,187,0
23,97,138,46,460,44,322,-2
23,98,92,46,135,44,43,-2
23,99,46,46,47,43,1,-3
24,0,460,460,369,463,-91,3
24,1,414,460,319,463,-95,3
24,2,368,460,462,460,94,0
24,3,322,460,182,460,-140,0
24,4,276,460,276,459,0,-1
24,5,230,460,140,459,-90,-1
24,6,184,460,93,459,-91,-1
24,7,138,460,414,458,276,-2
24,8,92,460,228,458,136,-2
24,9,46,460,49,458,3,-2
24,10,460,414,228,417,-232,3
24,11,414,414,92,417,-322,3
24,12,368,414,457,416,89,2
24,13,322,414,325,416,3,2
24,14,276,414,279,416,3,2
24,15,230,414,187,416,-43,2
24,16,184,414,370,415,186,1
24,17,138,414,46,415,-92,1
24,18,92,414,411,412,319,-2
24,19,46,414,137,411,91,-3
24,20,460,368,92,371,-368,3
24,21,414,368,463,370,49,2
24,22,368,368,371,369,3,1
24,23,322,368,324,369,2,1
24,24,276,368,232,369,-44,1
24,25,230,368,273,368,43,0
24,26,184,368,138,368,-46,0
24,27,138,368,182,367,44,-1
24,28,92,368,412,365,320,-3
24,29,46,368,45,365,-1,-3
24,30,460,322,458,323,-2,1
24,31,414,322,278,323,-136,1
24,32,368,322,45,323,-323,1
24,33,322,322,182,322,-140,0
24,34,276,322,416,321,140,-1
24,35,230,322,324,320,94,-2
24,36,184,322,230,320,46,-2
24,37,138,322,368,319,230,-3
24,38,92,322,141,319,49,-3
24,39,46,322,91,319,45,-3
24,40,460,276,187,279,-273,3
24,41,414,276,135,279,-279,3
24,42,368,276,413,278,45,2
24,43,322,276,463,277,141,1
24,44,276,276,367,277,91,1
24,45,230,276,319,275,89,-1
24,46,184,276,229,275,45,-1
24,47,138,276,92,275,-46,-1
24,48,92,276,48,275,-44,-1
24,49,46,276,276,273,230,-3
24,50,460,230,231,233,-229,3
24,51,414,230,322,232,-92,2
24,52,368,230,273,231,-95,1
24,53,322,230,414,229,92,-1
24,54,276,230,368,228,92,-2
24,55,230,230,184,228,-46,-2
24,56,184,230,92,228,-92,-2
24,57,138,230,47,228,-91,-2
24,58,92,230,463,227,371,-3
24,59,46,230,140,227,94,-3
24,60,460,184,45,186,-415,2
24,61,414,184,275,185,-139,1
24,62,368,184,185,183,-183,-1
24,63,322,184,138,183,-184,-1
24,64,276,184,95,183,-181,-1
24,65,230,184,371,182,141,-2
24,66,184,184,322,182,138,-2
24,67,138,184,463,181,325,-3
24,68,92,184,413,181,321,-3
24,69,46,184,230,181,184,-3
24,70,460,138,412,141,-48,3
24,71,414,138,278,141,-136,3
24,72,368,138,231,141,-137,3
24,73,322,138,95,141,-227,3
24,74,276,138,459,140,183,2
24,75,230,138,366,140,136,2
24,76,184,138,185,140,1,2
24,77,138,138,138,140,0,2
24,78,92,138,47,139,-45,1
24,79,46,138,321,136,275,-2
24,80,460,92,139,95,-321,3
24,81,414,92,95,95,-319,3
24,82,368,92,412,94,44,2
24,83,322,92,230,94,-92,2
24,84,276,92,274,93,-2,1
24,85,230,92,461,92,231,0
24,86,184,92,370,92,186,0
24,87,138,92,181,92,43,0
24,88,92,92,48,92,-44,0
24,89,46,92,321,89,275,-3
24,90,460,46,414,49,-46,3
24,91,414,46,186,49,-228,3
24,92,368,46,320,48,-48,2
24,93,322,46,463,47,141,1
24,94,276,46,91,47,-185,1
24,95,230,46,275,46,45,0
24,96,184,46,47,46,-137,0
24,97,138,46,136,45,-2,-1
24,98,92,46,367,44,275,-2
24,99,46,46,231,43,185,-3
25,0,460,460,413,463,-47,3
25,1,414,460,184,463,-230,3
25,2,368,460,233,462,-135,2
25,3,322,460,94,462,-228,2
25,4,276,460,273,460,-3,0
25,5,230,460,49,459,-181,-1
25,6,184,460,135,458,-49,-2
25,7,138,460,461,457,323,-3
25,8,92,460,368,457,276,-3
25,9,46,460,323,457,277,-3
25,10,460,414,412,417,-48,3
25,11,414,414,136,416,-278,2
25,12,368,414,324,415,-44,1
25,13,322,414,229,415,-93,1
25,14,276,414,369,414,93,0
25,15,230,414,46,414,-184,0
25,16,184,414,458,413,274,-1
25,17,138,414,184,413,46,-1
25,18,92,414,276,412,184,-2
25,19,46,414,94,411,48,-3
25,20,460,368,415,371,-45,3
25,21,414,368,279,371,-135,3
25,22,368,368,43,370,-325,2
25,23,322,368,323,369,1,1
25,24,276,368,232,369,-44,1
25,25,230,368,183,369,-47,1
25,26,184,368,462,367,278,-1
25,27,138,368,367,367,229,-1
25,28,92,368,89,367,-3,-1
25,29,46,368,136,366,90,-2
25,30,460,322,322,325,-138,3
25,31,414,322,229,325,-185,3
25,32,368,322,413,324,45,2
25,33,322,322,275,324,-47,2
25,34,276,322,186,323,-90,1
25,35,230,322,48,323,-182,1
25,36,184,322,462,322,278,0
25,37,138,322,93,322,-45,0
25,38,92,322,139,321,47,-1
25,39,46,322,371,320,325,-2
25,40,460,276,135,279,-325,3
25,41,414,276,94,279,-320,3
25,42,368,276,277,278,-91,2
25,43,322,276,181,278,-141,2
25,44,276,276,43,276,-233,0
25,45,230,276,370,275,140,-1
25,46,184,276,458,274,274,-2
25,47,138,276,411,273,273,-3
25,48,92,276,322,273,230,-3
25,49,46,276,231,273,185,-3
25,50,460,230,371,233,-89,3
25,51,414,230,46,233,-368,3
25,52,368,230,184,232,-184,2
25,53,322,230,462,231,140,1
25,54,276,230,323,231,47,1
25,55,230,230,95,231,-135,1
25,56,184,230,417,229,233,-1
25,57,138,230,230,229,92,-1
25,58,92,230,139,228,47,-2
25,59,46,230,274,227,228,-3
25,60,460,184,415,185,-45,1
25,61,414,184,227,185,-187,1
25,62,368,184,141,185,-227,1
25,63,322,184,367,184,45,0
25,64,276,184,461,183,185,-1
25,65,230,184,324,183,94,-1
25,66,184,184,279,182,95,-2
25,67,138,184,181,182,43,-2
25,68,92,184,43,182,-49,-2
25,69,46,184,92,181,46,-3
25,70,460,138,415,141,-45,3
25,71,414,138,275,140,-139,2
25,72,368,138,91,138,-277,0
25,73,322,138,230,137,-92,-1
25,74,276,138,320,136,44,-2
25,75,230,138,182,136,-48,-2
25,76,184,138,139,136,-45,-2
25,77,138,138,463,135,325,-3
25,78,92,138,368,135,276,-3
25,79,46,138,49,135,3,-3
25,80,460,92,324,95,-136,3
25,81,414,92,229,95,-185,3
25,82,368,92,369,94,1,2
25,83,322,92,90,93,-232,1
25,84,276,92,459,92,183,0
25,85,230,92,274,92,44,0
25,86,184,92,417,90,233,-2
25,87,138,92,185,90,47,-2
25,88,92,92,138,89,46,-3
25,89,46,92,43,89,-3,-3
25,90,460,46,48,49,-412,3
25,91,414,46,89,48,-325,2
25,92,368,46,457,47,89,1
25,93,322,46,320,46,-2,0
25,94,276,46,274,46,-2,0
25,95,230,46,231,46,1,0
25,96,184,46,182,46,-2,0
25,97,138,46,137,46,-1,0
25,98,92,46,414,45,322,-1
25,99,46,46,371,45,325,-1
26,0,460,460,367,463,-93,3
26,1,414,460,459,461,45,1
26,2,368,460,228,461,-140,1
26,3,322,460,137,461,-185,1
26,4,276,460,319,460,43,0
26,5,230,460,274,459,44,-1
26,6,184,460,186,459,2,-1
26,7,138,460,45,459,-93,-1
26,8,92,460,413,458,321,-2
26,9,46,460,92,458,46,-2
26,10,460,414,368,417,-92,3
26,11,414,414,274,417,-140,3
26,12,368,414,139,417,-229,3
26,13,322,414,186,414,-136,0
26,14,276,414,325,413,49,-1
26,15,230,414,459,412,229,-2
26,16,184,414,412,412,228,-2
26,17,138,414,95,412,-43,-2
26,18,92,414,231,411,139,-3
26,19,46,414,45,411,-1,-3
26,20,460,368,415,371,-45,3
26,21,414,368,320,370,-94,2
26,22,368,368,274,369,-94,1
26,23,322,368,136,369,-186,1
26,24,276,368,94,368,-182,0
26,25,230,368,459,367,229,-1
26,26,184,368,227,366,43,-2
26,27,138,368,48,366,-90,-2
26,28,92,368,371,365,279,-3
26,29,46,368,187,365,141,-3
26,30,460,322,273,325,-187,3
26,31,414,322,181,325,-233,3
26,32,368,322,459,324,91,2
26,33,322,322,365,324,43,2
26,34,276,322,43,324,-233,2
26,35,230,322,139,323,-91,1
26,36,184,322,228,322,44,0
26,37,138,322,92,322,-46,0
26,38,92,322,325,321,233,-1
26,39,46,322,411,319,365,-3
26,40,460,276,370,279,-90,3
26,41,414,276,228,279,-186,3
26,42,368,276,279,278,-89,2
26,43,322,276,320,276,-2,0
26,44,276,276,137,275,-139,-1
26,45,230,276,89,275,-141,-1
26,46,184,276,411,274,227,-2
26,47,138,276,460,273,322,-3
26,48,92,276,183,273,91,-3
26,49,46,276,46,273,0,-3
26,50,460,230,275,233,-185,3
26,51,414,230,227,231,-187,1
26,52,368,230,187,231,-181,1
26,53,322,230,89,231,-233,1
26,54,276,230,319,230,43,0
26,55,230,230,141,230,-89,0
26,56,184,230,416,228,232,-2
26,57,138,230,460,227,322,-3
26,58,92,230,365,227,273,-3
26,59,46,230,48,227,2,-3
26,60,460,184,279,187,-181,3
26,61,414,184,95,187,-319,3
26,62,368,184,325,186,-43,2
26,63,322,184,185,186,-137,2
26,64,276,184,45,186,-231,2
26,65,230,184,141,185,-89,1
26,66,184,184,411,184,227,0
26,67,138,184,229,184,91,0
26,68,92,184,371,182,279,-2
26,69,46,184,462,181,416,-3
26,70,460,138,369,141,-91,3
26,71,414,138,94,141,-320,3
26,72,368,138,277,140,-91,2
26,73,322,138,187,140,-135,2
26,74,276,138,49,140,-227,2
26,75,230,138,324,137,94,-1
26,76,184,138,413,136,229,-2
26,77,138,138,232,136,94,-2
26,78,92,138,459,135,367,-3
26,79,46,138,139,135,93,-3
26,80,460,92,365,94,-95,2
26,81,414,92,274,94,-140,2
26,82,368,92,229,94,-139,2
26,83,322,92,182,94,-140,2
26,84,276,92,461,93,185,1
26,85,230,92,412,93,182,1
26,86,184,92,319,93,135,1
26,87,138,92,137,93,-1,1
26,88,92,92,46,93,-46,1
26,89,46,92,89,92,43,0
26,90,460,46,412,49,-48,3
26,91,414,46,277,49,-137,3
26,92,368,46,458,48,90,2
26,93,322,46,187,48,-135,2
26,94,276,46,49,47,-227,1
26,95,230,46,320,45,90,-1
26,96,184,46,229,45,45,-1
26,97,138,46,92,44,-46,-2
26,98,92,46,366,43,274,-3
26,99,46,46,138,43,92,-3
27,0,460,460,228,463,-232,3
27,1,414,460,367,461,-47,1
27,2,368,460,459,460,91,0
27,3,322,460,94,460,-228,0
27,4,276,460,136,459,-140,-1
27,5,230,460,48,459,-182,-1
27,6,184,460,417,458,233,-2
27,7,138,460,184,458,46,-2
27,8,92,460,322,457,230,-3
27,9,46,460,279,457,233,-3
27,10,460,414,232,417,-228,3
27,11,414,414,182,417,-232,3
27,12,368,414,92,416,-276,2
27,13,322,414,325,415,3,1
27,14,276,414,49,415,-227,1
27,15,230,414,463,413,233,-1
27,16,184,414,365,413,181,-1
27,17,138,414,273,413,135,-1
27,18,92,414,411,411,319,-3
27,19,46,414,136,411,90,-3
27,20,460,368,140,371,-320,3
27,21,414,368,417,369,3,1
27,22,368,368,366,369,-2,1
27,23,322,368,44,368,-278,0
27,24,276,368,94,367,-182,-1
27,25,230,368,277,366,47,-2
27,26,184,368,231,366,47,-2
27,27,138,368,182,366,44,-2
27,28,92,368,461,365,369,-3
27,29,46,368,320,365,274,-3
27,30,460,322,415,325,-45,3
27,31,414,322,139,325,-275,3
27,32,368,322,319,323,-49,1
27,33,322,322,181,323,-141,1
27,34,276,322,457,322,181,0
27,35,230,322,228,322,-2,0
27,36,184,322,95,322,-89,0
27,37,138,322,273,321,135,-1
27,38,92,322,46,321,-46,-1
27,39,46,322,366,320,320,-2
27,40,460,276,93,279,-367,3
27,41,414,276,367,278,-47,2
27,42,368,276,323,278,-45,2
27,43,322,276,47,278,-275,2
27,44,276,276,186,277,-90,1
27,45,230,276,138,277,-92,1
27,46,184,276,416,276,232,0
27,47,138,276,233,275,95,-1
27,48,92,276,278,274,186,-2
27,49,46,276,458,273,412,-3
27,50,460,230,461,233,1,3
27,51,414,230,46,233,-368,3
27,52,368,230,89,232,-279,2
27,53,322,230,322,231,0,1
27,54,276,230,230,231,-46,1
27,55,230,230,273,230,43,0
27,56,184,230,139,229,-45,-1
27,57,138,230,416,228,278,-2
27,58,92,230,370,227,278,-3
27,59,46,230,187,227,141,-3
27,60,460,184,414,187,-46,3
27,61,414,184,370,187,-44,3
27,62,368,184,90,187,-278,3
27,63,322,184,43,187,-279,3
27,64,276,184,278,185,2,1
27,65,230,184,231,184,1,0
27,66,184,184,135,184,-49,0
27,67,138,184,324,183,186,-1
27,68,92,184,463,182,371,-2
27,69,46,184,184,181,138,-3
27,70,460,138,47,141,-413,3
27,71,414,138,187,139,-227,1
27,72,368,138,460,137,92,-1
27,73,322,138,416,137,94,-1
27,74,276,138,325,137,49,-1
27,75,230,138,135,137,-95,-1
27,76,184,138,275,136,91,-2
27,77,138,138,231,136,93,-2
27,78,92,138,366,135,274,-3
27,79,46,138,93,135,47,-3
27,80,460,92,230,95,-230,3
27,81,414,92,278,94,-136,2
27,82,368,92,457,93,89,1
27,83,322,92,414,93,92,1
27,84,276,92,138,92,-138,0
27,85,230,92,90,92,-140,0
27,86,184,92,369,91,185,-1
27,87,138,92,43,90,-95,-2
27,88,92,92,319,89,227,-3
27,89,46,92,184,89,138,-3
27,90,460,46,416,49,-44,3
27,91,414,46,367,49,-47,3
27,92,368,46,324,48,-44,2
27,93,322,46,233,48,-89,2
27,94,276,46,49,47,-227,1
27,95,230,46,462,46,232,0
27,96,184,46,276,45,92,-1
27,97,138,46,181,43,43,-3
27,98,92,46,139,43,47,-3
27,99,46,46,94,43,48,-3
28,0,460,460,415,462,-45,2
28,1,414,460,137,462,-277,2
28,2,368,460,185,461,-183,1
28,3,322,460,462,460,140,0
28,4,276,460,323,459,47,-1
28,5,230,460,278,459,48,-1
28,6,184,460,43,459,-141,-1
28,7,138,460,89,458,-49,-2
28,8,92,460,367,457,275,-3
28,9,46,460,227,457,181,-3
28,10,460,414,365,417,-95,3
28,11,414,414,273,417,-141,3
28,12,368,414,233,416,-135,2
28,13,322,414,181,415,-141,1
28,14,276,414,461,414,185,0
28,15,230,414,322,414,92,0
28,16,184,414,47,413,-137,-1
28,17,138,414,415,411,277,-3
28,18,92,414,138,411,46,-3
28,19,46,414,90,411,44,-3
28,20,460,368,274,370,-186,2
28,21,414,368,138,370,-276,2
28,22,368,368,322,369,-46,1
28,23,322,368,463,368,141,0
28,24,276,368,417,368,141,0
28,25,230,368,227,367,-3,-1
28,26,184,368,186,367,2,-1
28,27,138,368,46,366,-92,-2
28,28,92,368,369,365,277,-3
28,29,46,368,90,365,44,-3
28,30,460,322,137,324,-323,2
28,31,414,322,95,324,-319,2
28,32,368,322,459,323,91,1
28,33,322,322,279,323,-43,1
28,34,276,322,183,323,-93,1
28,35,230,322,369,321,139,-1
28,36,184,322,325,321,141,-1
28,37,138,322,233,320,95,-2
28,38,92,322,47,320,-45,-2
28,39,46,322,412,319,366,-3
28,40,460,276,370,279,-90,3
28,41,414,276,325,279,-89,3
28,42,368,276,92,279,-276,3
28,43,322,276,46,278,-276,2
28,44,276,276,275,277,-1,1
28,45,230,276,229,277,-1,1
28,46,184,276,184,277,0,1
28,47,138,276,417,276,279,0
28,48,92,276,458,274,366,-2
28,49,46,276,141,274,95,-2
28,50,460,230,412,232,-48,2
28,51,414,230,320,232,-94,2
28,52,368,230,89,231,-279,1
28,53,322,230,137,230,-185,0
28,54,276,230,47,230,-229,0
28,55,230,230,232,229,2,-1
28,56,184,230,186,229,2,-1
28,57,138,230,459,228,321,-2
28,58,92,230,367,227,275,-3
28,59,46,230,278,227,232,-3
28,60,460,184,369,187,-91,3
28,61,414,184,95,187,-319,3
28,62,368,184,319,186,-49,2
28,63,322,184,277,186,-45,2
28,64,276,184,184,185,-92,1
28,65,230,184,48,185,-182,1
28,66,184,184,417,182,233,-2
28,67,138,184,140,182,2,-2
28,68,92,184,463,181,371,-3
28,69,46,184,232,181,186,-3
28,70,460,138,93,140,-367,2
28,71,414,138,457,139,43,1
28,72,368,138,366,138,-2,0
28,73,322,138,279,138,-43,0
28,74,276,138,230,138,-46,0
28,75,230,138,135,138,-95,0
28,76,184,138,184,137,0,-1
28,77,138,138,415,136,277,-2
28,78,92,138,325,136,233,-2
28,79,46,138,49,136,3,-2
28,80,460,92,416,95,-44,3
28,81,414,92,94,95,-320,3
28,82,368,92,137,92,-231,0
28,83,322,92,460,91,138,-1
28,84,276,92,49,90,-227,-2
28,85,230,92,368,89,138,-3
28,86,184,92,320,89,136,-3
28,87,138,92,278,89,140,-3
28,88,92,92,230,89,138,-3
28,89,46,92,182,89,136,-3
28,90,460,46,369,49,-91,3
28,91,414,46,90,48,-324,2
28,92,368,46,276,47,-92,1
28,93,322,46,227,46,-95,0
28,94,276,46,324,45,48,-1
28,95,230,46,137,45,-93,-1
28,96,184,46,463,44,279,-2
28,97,138,46,414,44,276,-2
28,98,92,46,182,44,90,-2
28,99,46,46,48,44,2,-2
29,0,460,460,459,463,-1,3
29,1,414,460,413,462,-1,2
29,2,368,460,140,462,-228,2
29,3,322,460,320,461,-2,1
29,4,276,460,91,459,-185,-1
29,5,230,460,231,458,1,-2
29,6,184,460,368,457,184,-3
29,7,138,460,278,457,140,-3
29,8,92,460,182,457,90,-3
29,9,46,460,49,457,3,-3
29,10,460,414,324,416,-136,2
29,11,414,414,233,416,-181,2
29,12,368,414,369,415,1,1
29,13,322,414,138,414,-184,0
29,14,276,414,44,414,-232,0
29,15,230,414,460,413,230,-1
29,16,184,414,181,413,-3,-1
29,17,138,414,412,412,274,-2
29,18,92,414,274,411,182,-3
29,19,46,414,92,411,46,-3
29,20,460,368,367,371,-93,3
29,21,414,368,138,371,-276,3
29,22,368,368,322,370,-46,2
29,23,322,368,274,370,-48,2
29,24,276,368,231,370,-45,2
29,25,230,368,414,369,184,1
29,26,184,368,95,369,-89,1
29,27,138,368,181,367,43,-1
29,28,92,368,45,366,-47,-2
29,29,46,368,462,365,416,-3
29,30,460,322,95,324,-365,2
29,31,414,322,319,323,-95,1
29,32,368,322,44,323,-324,1
29,33,322,322,463,322,141,0
29,34,276,322,416,322,140,0
29,35,230,322,276,322,46,0
29,36,184,322,182,321,-2,-1
29,37,138,322,369,320,231,-2
29,38,92,322,229,320,137,-2
29,39,46,322,139,319,93,-3
29,40,460,276,365,279,-95,3
29,41,414,276,413,278,-1,2
29,42,368,276,94,278,-274,2
29,43,322,276,45,278,-277,2
29,44,276,276,463,277,187,1
29,45,230,276,324,273,94,-3
29,46,184,276,274,273,90,-3
29,47,138,276,228,273,90,-3
29,48,92,276,181,273,89,-3
29,49,46,276,136,273,90,-3
29,50,460,230,49,233,-411,3
29,51,414,230,463,232,49,2
29,52,368,230,366,232,-2,2
29,53,322,230,138,232,-184,2
29,54,276,230,416,231,140,1
29,55,230,230,186,229,-44,-1
29,56,184,230,325,228,141,-2
29,57,138,230,273,227,135,-3
29,58,92,230,229,227,137,-3
29,59,46,230,89,227,43,-3
29,60,460,184,458,187,-2,3
29,61,414,184,324,186,-90,2
29,62,368,184,186,186,-182,2
29,63,322,184,416,185,94,1
29,64,276,184,367,184,91,0
29,65,230,184,91,183,-139,-1
29,66,184,184,47,183,-137,-1
29,67,138,184,277,182,139,-2
29,68,92,184,228,182,136,-2
29,69,46,184,139,181,93,-3
29,70,460,138,412,141,-48,3
29,71,414,138,233,141,-181,3
29,72,368,138,323,140,-45,2
29,73,322,138,366,139,44,1
29,74,276,138,183,139,-93,1
29,75,230,138,94,138,-136,0
29,76,184,138,274,137,90,-1
29,77,138,138,140,137,2,-1
29,78,92,138,43,136,-49,-2
29,79,46,138,458,135,412,-3
29,80,460,92,48,95,-412,3
29,81,414,92,458,93,44,1
29,82,368,92,411,93,43,1
29,83,322,92,278,93,-44,1
29,84,276,92,95,93,-181,1
29,85,230,92,229,92,-1,0
29,86,184,92,321,90,137,-2
29,87,138,92,182,90,44,-2
29,88,92,92,365,89,273,-3
29,89,46,92,140,89,94,-3
29,90,460,46,365,49,-95,3
29,91,414,46,274,48,-140,2
29,92,368,46,182,47,-186,1
29,93,322,46,415,46,93,0
